1	2	3	4	5	6	7	8	9
1.01999998	0	0.180000007	0	0	0	1	0.00159999996	124
1.05999994	0	0.180000007	0	0	0	1	0.00159999996	123
1.10000002	0	0.180000007	0	0	0	1	0.00159999996	122
-0.100000001	0	0.219999999	0	0	0	1	0.00159999996	127
-0.0599999987	0	0.219999999	0	0	0	1	0.00159999996	126
-0.0199999996	0	0.219999999	0	0	0	1	0.00159999996	125
1.01999998	0	0.219999999	0	0	0	1	0.00159999996	149
1.05999994	0	0.219999999	0	0	0	1	0.00159999996	148
1.10000002	0	0.219999999	0	0	0	1	0.00159999996	147
-0.100000001	0	0.25999999	0	0	0	1	0.00159999996	152
-0.0599999987	0	0.25999999	0	0	0	1	0.00159999996	151
-0.0199999996	0	0.25999999	0	0	0	1	0.00159999996	150
1.01999998	0	0.25999999	0	0	0	1	0.00159999996	174
1.05999994	0	0.25999999	0	0	0	1	0.00159999996	173
1.10000002	0	0.25999999	0	0	0	1	0.00159999996	172
-0.100000001	0	0.300000012	0	0	0	1	0.00159999996	177
-0.0599999987	0	0.300000012	0	0	0	1	0.00159999996	176
-0.0199999996	0	0.300000012	0	0	0	1	0.00159999996	175
1.01999998	0	0.300000012	0	0	0	1	0.00159999996	199
1.05999994	0	0.300000012	0	0	0	1	0.00159999996	198
1.10000002	0	0.300000012	0	0	0	1	0.00159999996	197
-0.100000001	0	0.340000004	0	0	0	1	0.00159999996	202
-0.0599999987	0	0.340000004	0	0	0	1	0.00159999996	201
-0.0199999996	0	0.340000004	0	0	0	1	0.00159999996	200
1.01999998	0	0.340000004	0	0	0	1	0.00159999996	224
1.05999994	0	0.340000004	0	0	0	1	0.00159999996	223
1.10000002	0	0.340000004	0	0	0	1	0.00159999996	222
-0.100000001	0	0.379999995	0	0	0	1	0.00159999996	227
-0.0599999987	0	0.379999995	0	0	0	1	0.00159999996	226
-0.0199999996	0	0.379999995	0	0	0	1	0.00159999996	225
1.01999998	0	0.379999995	0	0	0	1	0.00159999996	249
1.05999994	0	0.379999995	0	0	0	1	0.00159999996	248
1.10000002	0	0.379999995	0	0	0	1	0.00159999996	247
-0.100000001	0	0.419999987	0	0	0	1	0.00159999996	252
-0.0599999987	0	0.419999987	0	0	0	1	0.00159999996	251
-0.0199999996	0	0.419999987	0	0	0	1	0.00159999996	250
1.01999998	0	0.419999987	0	0	0	1	0.00159999996	274
1.05999994	0	0.419999987	0	0	0	1	0.00159999996	273
1.10000002	0	0.419999987	0	0	0	1	0.00159999996	272
-0.100000001	0	0.460000008	0	0	0	1	0.00159999996	277
-0.0599999987	0	0.460000008	0	0	0	1	0.00159999996	276
-0.0199999996	0	0.460000008	0	0	0	1	0.00159999996	275
1.01999998	0	0.460000008	0	0	0	1	0.00159999996	299
1.05999994	0	0.460000008	0	0	0	1	0.00159999996	298
1.10000002	0	0.460000008	0	0	0	1	0.00159999996	297
-0.100000001	0	0.5	0	0	0	1	0.00159999996	302
